5029221;278630910;4209410680;
5674618;278630368;42464823;
5675443;42469226;42469228;
5676917;1693893347;2494254876;
5676999;42481908;1258875532;
5677340;42485646;42485643;
5677340;42485643;42485640;
5677340;42485640;42483473;
5677340;42483473;42476036;
5678195;42494921;42494920;
5678195;42494920;42494919;
5678195;42494919;4735727610;
5678318;42485646;2301276692;
5678318;2301276692;2301276690;
5678318;2301276690;2301276687;
5678318;2301276687;597844758;
5678510;278630910;42499868;
5678510;42499868;42464824;
5678671;42494926;3550741802;
5678671;3550741802;42501773;
5679449;42510861;1258945480;
5679449;1258945480;588036477;
5679449;588036477;1258945637;
5679449;1258945637;588036470;
5679842;42496432;42515825;
5680429;597844772;4487630050;
5680429;4487630050;597844593;
5680429;597844593;42494924;
5680574;42492213;278631323;
5680631;42491592;2312641457;
5680631;2312641457;42523691;
5680631;42523691;42523688;
5680631;42523688;42466438;
5680631;42466438;42502404;
5680631;42502404;42523684;
5680631;42523684;42510861;
5680631;42510861;42492210;
5680669;42494924;597844698;
5680955;42464834;42523684;
5680955;42523684;42523094;
5680993;42494921;4735727613;
5680993;4735727613;42464836;
5681796;42481888;42530379;
5681796;42530379;42533974;
25563947;278632281;2494254854;
34452219;42494924;42494921;
34452220;42470437;42494930;
34452220;42494930;42494926;
34452220;42494926;1258875710;
37394898;42501773;42517011;
37394898;42517011;42487655;
37394898;42487655;42470434;
37394898;42470434;598046080;
37394898;598046080;42494845;
40178575;42462972;42462976;
41381890;4526565698;3026465154;
41381890;3026465154;3026465155;
41381890;3026465155;3026465157;
41381890;3026465157;3026465156;
41381890;3026465156;3026465151;
41381890;3026465151;3026465146;
41381890;3026465146;3026465140;
41381890;3026465140;3026465131;
41381890;3026465131;42517002;
41381890;42517002;597844772;
41381890;597844772;3026465132;
43314907;42532193;42481896;
46121844;4205209390;42533974;
46121844;42533974;42476732;
46121844;42476732;2301276694;
46121844;2301276694;42485646;
46121855;42464823;42464822;
46121856;4209410685;1258875665;
46121857;42464832;42464834;
46121859;42464834;42464836;
46121864;42464822;3239326414;
46121864;3239326414;2596227491;
46121864;2596227491;2596227492;
46121864;2596227492;2596227493;
46121864;2596227493;597844756;
46121867;278630368;42464824;
46121867;42464824;42464827;
46788734;597844574;4526565692;
46788735;42481889;278632502;
46788736;42481904;597844574;
46788737;597844593;4735727615;
46788737;4735727615;597844596;
46788738;42480566;4735727614;
46788738;4735727614;42494921;
46788740;42481908;42464610;
46788742;42521956;42481908;
46788746;4209410682;42464621;
46788746;42464621;42464614;
46788746;42464614;42464610;
46788746;42464610;598043811;
46788748;42501776;4491030667;
46788748;4491030667;42494926;
46788749;42491582;4735727616;
46788749;4735727616;42523903;
46788750;42517002;42480566;
46788756;2696777590;42521392;
46788756;42521392;597844698;
46788758;42464824;597844727;
46788758;597844727;42469228;
46788761;42464836;42464838;
46788762;597844756;1258945514;
46788762;1258945514;1258945427;
46788762;1258945427;1258945506;
46788762;1258945506;597844757;
46788762;597844757;1258945382;
46788762;1258945382;1258945468;
46788762;1258945468;1258945679;
46788762;1258945679;1258945632;
46788762;1258945632;1258945527;
46788762;1258945527;597844758;
46818454;42530379;42530376;
46818454;42530376;598043772;
46818841;42462976;42464610;
46820140;597844756;42497588;
46820403;2494254854;4487604247;
46820403;4487604247;1258945540;
46820403;1258945540;1598448719;
46820403;1598448719;278632878;
46820403;278632878;4516457598;
46820403;4516457598;278632502;
68523754;278632281;4487604246;
68523754;4487604246;1258945651;
68523754;1258945651;278632917;
68523754;278632917;278632502;
68523754;278632502;4575783511;
68523754;4575783511;4516457600;
68523754;4516457600;4019305710;
68523754;4019305710;278630279;
110155714;1258875524;4593915858;
110155714;4593915858;42481908;
110155730;1258875754;1258875489;
110155730;1258875489;4491030670;
110155730;4491030670;1258875373;
110155730;1258875373;1258875710;
110155731;1258875373;4735727617;
110155731;4735727617;42501776;
110155732;1258875424;42528602;
110161764;1258945357;1258945649;
110161764;1258945649;1258945641;
110161764;1258945641;1258945403;
110161764;1258945403;1258945430;
110161764;1258945430;1258945677;
110161764;1258945677;1258945673;
110161764;1258945673;1258945675;
110161764;1258945675;1258945663;
110161764;1258945663;1258945659;
110161764;1258945659;1258945651;
110161764;1258945651;1258945540;
221604537;42464827;588036470;
221604537;588036470;42464832;
221604538;42464823;4209410679;
221605481;278630910;42496432;
221605486;42492210;278630910;
221605488;278631323;4209410678;
221694583;42492415;4019305942;
221694583;4019305942;42481888;
221694584;278634702;42492420;
221694584;42492420;42464823;
221696387;4205243170;42481889;
221731897;278630368;278630372;
221731897;278630372;3314298563;
221731897;3314298563;278632281;
221731898;42496432;42497591;
222246977;588036470;1258945635;
222246977;1258945635;1258945621;
222246977;1258945621;588036494;
222246977;588036494;42494919;
222246977;42494919;42480571;
222246978;42464827;4735727610;
222246979;42480571;3536386693;
222246980;42480569;42494920;
222246980;42494920;42464832;
222246981;3026465132;597844596;
222246981;597844596;597844831;
222246981;597844831;42464631;
222246983;42491554;597844573;
222246983;597844573;42481904;
222246983;42481904;4205224090;
222248833;42492210;42464827;
222300291;278631323;42515825;
227064512;278634701;278634702;
227074794;42515825;42497593;
227074794;42497593;42502651;
275389181;42494924;42464631;
324751028;42469228;4735727610;
349154278;1258875710;42464631;
349154287;4209410683;1258875665;
349155333;3550741800;3550741801;
349155334;3550741801;3550741802;
349156821;42481892;42481889;
386201385;1693893347;3895274400;
386201385;3895274400;4735727610;
420571175;4205224089;278634702;
420571176;4205224091;1258875424;
420571176;1258875424;1258875444;
420571177;4205224090;42491559;
420571177;42491559;4526565698;
420571177;4526565698;3026465132;
420572573;42497737;4205243170;
420572574;4205243168;42492210;
421121604;4209410678;278630910;
421121605;4209410679;42496432;
421121606;4209410680;278630368;
421121609;4209410676;278631323;
421121610;42464621;4209410685;
421121611;1258875665;4526565698;
421121612;4209410682;4209410681;
421121612;4209410681;42501773;
421121615;3026465132;4209410683;
421121616;42501773;4209410684;
421121616;4209410684;42464621;
421754837;1258875710;3550741800;
421754837;3550741800;4209410683;
421754839;4209410683;4209410682;
421755066;42491582;42491585;
421755067;42464631;4491030669;
421755067;4491030669;42491582;
440633365;42481888;4516457597;
440633375;42515825;4209410677;
451956945;278632502;4516457601;
451956945;4516457601;42481888;
452285838;42533021;4491030667;
455211317;4516457597;278634793;
455211317;278634793;1258945357;
455211317;1258945357;4487604245;
455211317;4487604245;4205224089;
455211323;4516457597;278634849;
455211323;278634849;4487604244;
455211323;4487604244;278634701;
455211328;278632502;4516457599;
455211328;4516457599;4019305931;
455211328;4019305931;278632503;
455211328;278632503;598043792;
455211328;598043792;2350520997;
455211328;2350520997;4019305954;
455211328;4019305954;4019305703;
455211328;4019305703;4019305786;
455211328;4019305786;278633201;
455211333;4516457601;4516457602;
456391447;4526565692;4526565693;
456391447;4526565693;4526565694;
456391447;4526565694;4526565695;
456391447;4526565695;4526565696;
456391447;4526565696;4526565697;
456391447;4526565697;3026465155;
456391963;1258875665;1258875524;
456391963;1258875524;1258875532;
456391963;1258875532;4205224091;
458395552;4526565692;42481896;
458395552;42481896;4593915859;
458395552;4593915859;42481892;
460126494;1693893358;42480566;
460126495;1693893369;42480569;
460126495;42480569;1693893366;
460126496;2494254876;2494254875;
460126496;2494254875;1693893345;
460126497;1693893366;1693893358;
460126498;1693893345;42480571;
460126498;42480571;1693893363;
460126499;1693893363;1693893369;
460576120;42481889;42497741;
460576120;42497741;2019050010;
460576121;2019050010;1693893347;
