42426374;40.79821;-73.95239;-1.290713;0.7120631
42429552;40.80323;-73.9446;-1.290577;0.7121506
42430477;40.79031;-73.94963;-1.290665;0.7119252
42430479;40.78968;-73.94815;-1.290639;0.7119142
42431200;40.80007;-73.95104;-1.290689;0.7120955
42431201;40.80069;-73.95251;-1.290715;0.7121063
42431203;40.80133;-73.95403;-1.290741;0.7121175
42431207;40.80249;-73.95678;-1.290789;0.7121378
42431210;40.80309;-73.95821;-1.290814;0.7121483
42432352;40.79711;-73.94905;-1.290654;0.7120439
42432395;40.7966;-73.94942;-1.290661;0.7120349
42432889;40.80326;-73.95261;-1.290717;0.7121512
42432900;40.80587;-73.9528;-1.29072;0.7121968
42433161;40.799;-73.95241;-1.290713;0.7120769
42433163;40.79984;-73.95246;-1.290714;0.7120916
42433165;40.80153;-73.95255;-1.290716;0.712121
42433173;40.80236;-73.95259;-1.290716;0.7121356
42433183;40.80317;-73.95268;-1.290718;0.7121496
42433743;40.79948;-73.95539;-1.290765;0.7120852
42434377;40.79618;-73.94763;-1.29063;0.7120276
42434382;40.79544;-73.94588;-1.290599;0.7120147
42434384;40.79481;-73.9444;-1.290573;0.7120038
42434894;40.79095;-73.94917;-1.290656;0.7119364
42434895;40.79032;-73.94769;-1.290631;0.7119253
42435207;40.8026;-73.94505;-1.290585;0.7121397
42435211;40.80192;-73.94344;-1.290556;0.7121278
42435222;40.80118;-73.94169;-1.290526;0.712115
42435230;40.80056;-73.94021;-1.2905;0.712104
42435387;40.79996;-73.94698;-1.290618;0.7120937
42435388;40.79929;-73.94536;-1.29059;0.7120818
42435392;40.79855;-73.94361;-1.29056;0.7120691
42435395;40.79793;-73.94213;-1.290534;0.7120582
42435396;40.79726;-73.94052;-1.290506;0.7120464
42435398;40.79631;-73.93828;-1.290466;0.71203
42435400;40.79532;-73.93591;-1.290425;0.7120127
42435403;40.79438;-73.93365;-1.290386;0.7119962
42435743;40.80123;-73.9577;-1.290805;0.7121158
42435755;40.80312;-73.95632;-1.290781;0.7121487
42435761;40.80375;-73.95586;-1.290773;0.7121597
42435763;40.80442;-73.95537;-1.290765;0.7121715
42436614;40.79156;-73.94872;-1.290649;0.711947
42436619;40.79093;-73.94724;-1.290623;0.7119361
42436641;40.79417;-73.94681;-1.290615;0.7119927
42436644;40.79355;-73.94533;-1.290589;0.7119817
42437174;40.80067;-73.94646;-1.290609;0.712106
42437177;40.80202;-73.94962;-1.290664;0.7121295
42437201;40.79813;-73.94831;-1.290642;0.7120617
42437204;40.79945;-73.95149;-1.290697;0.7120847
42437211;40.80069;-73.95448;-1.290749;0.7121065
42438704;40.80506;-73.94117;-1.290517;0.7121827
42438707;40.80433;-73.9394;-1.290486;0.7121699
42438772;40.8037;-73.93791;-1.29046;0.7121589
42438947;40.78968;-73.95009;-1.290673;0.7119142
42438949;40.78905;-73.9486;-1.290647;0.7119033
42439485;40.80197;-73.94551;-1.290593;0.7121288
42439486;40.80129;-73.94389;-1.290564;0.7121169
42439488;40.80056;-73.94215;-1.290534;0.712104
42439489;40.79993;-73.94067;-1.290508;0.7120931
42439490;40.79925;-73.93906;-1.29048;0.7120813
42439497;40.79831;-73.93682;-1.290441;0.7120648
42439498;40.79731;-73.93446;-1.2904;0.7120474
42439506;40.79636;-73.9322;-1.29036;0.7120308
42439849;40.80394;-73.95212;-1.290708;0.7121631
42439852;40.80519;-73.95119;-1.290692;0.7121848
42440104;40.80389;-73.95821;-1.290814;0.7121623
42440108;40.80471;-73.95824;-1.290815;0.7121766
42443088;40.79768;-73.93728;-1.290449;0.7120538
42443096;40.8002;-73.93545;-1.290417;0.7120978
42443817;40.80256;-73.94299;-1.290549;0.712139
42443818;40.80182;-73.94123;-1.290518;0.712126
42443819;40.80119;-73.93974;-1.290492;0.7121152
42444456;40.805;-73.9389;-1.290477;0.7121817
42445183;40.80383;-73.9421;-1.290533;0.7121612
42445185;40.80307;-73.94032;-1.290502;0.712148
42445189;40.80244;-73.93883;-1.290476;0.712137
42445258;40.78843;-73.951;-1.290689;0.7118923
42445259;40.78779;-73.94952;-1.290663;0.7118813
42445817;40.79354;-73.94727;-1.290623;0.7119815
42445823;40.79292;-73.94579;-1.290597;0.7119707
42446152;40.7968;-73.94717;-1.290622;0.7120385
42446155;40.79745;-73.9467;-1.290613;0.7120498
42446161;40.79998;-73.94485;-1.290581;0.7120941
42446164;40.80066;-73.94435;-1.290572;0.7121059
42446169;40.80319;-73.94257;-1.290541;0.71215
42446171;40.80445;-73.94165;-1.290525;0.712172
42446721;40.79748;-73.94879;-1.29065;0.7120503
42446723;40.79881;-73.95196;-1.290705;0.7120736
42446728;40.80006;-73.95496;-1.290758;0.7120954
42446733;40.80184;-73.95913;-1.29083;0.7121264
42446772;40.80132;-73.95013;-1.290673;0.7121173
42446775;40.80259;-73.95311;-1.290725;0.7121395
42446778;40.80435;-73.95729;-1.290798;0.7121702
42447169;40.78653;-73.95044;-1.290679;0.7118593
42447174;40.78717;-73.94998;-1.290671;0.7118704
42447176;40.78843;-73.94907;-1.290655;0.7118924
42447179;40.79157;-73.94677;-1.290615;0.7119472
42447182;40.79225;-73.94628;-1.290606;0.711959
42447187;40.79418;-73.94486;-1.290581;0.7119928
42447192;40.79545;-73.94394;-1.290565;0.7120149
42447196;40.79609;-73.94347;-1.290557;0.7120261
42447199;40.79861;-73.94163;-1.290525;0.7120702
42447201;40.7993;-73.94112;-1.290516;0.7120821
42447206;40.80181;-73.93929;-1.290484;0.712126
42447207;40.80307;-73.93837;-1.290468;0.7121479
42447317;40.80372;-73.95776;-1.290806;0.7121592
42448283;40.79573;-73.93266;-1.290368;0.7120198
42448506;40.80196;-73.95357;-1.290733;0.7121285
42449413;40.79671;-73.94495;-1.290583;0.712037
42449828;40.80134;-73.94597;-1.290601;0.7121177
42449833;40.79993;-73.94261;-1.290542;0.7120931
42449840;40.79863;-73.93952;-1.290488;0.7120703
42449843;40.79668;-73.93491;-1.290408;0.7120364
42450071;40.79794;-73.94003;-1.290497;0.7120584
42450080;40.80114;-73.93769;-1.290456;0.7121142
42450460;40.79287;-73.94776;-1.290632;0.71197
42452330;40.8037;-73.93986;-1.290494;0.7121589
42452564;40.8033;-73.94866;-1.290648;0.712152
42453216;40.80069;-73.95058;-1.290681;0.7121065
42453220;40.80267;-73.94912;-1.290656;0.712141
42453226;40.80393;-73.94821;-1.29064;0.7121629
42453577;40.7878;-73.95146;-1.290697;0.7118813
42456162;40.80244;-73.94077;-1.29051;0.7121369
42458112;40.79607;-73.94543;-1.290591;0.7120258
42458342;40.79924;-73.94311;-1.290551;0.7120811
42458960;40.78905;-73.95055;-1.290681;0.7119033
42459041;40.7922;-73.94825;-1.29064;0.7119582
42459180;40.7948;-73.94635;-1.290607;0.7120036
410233263;40.79803;-73.95257;-1.290716;0.71206
589927991;40.80954;-73.93597;-1.290426;0.7122609
589928020;40.80942;-73.93568;-1.290421;0.7122587
589928028;40.80568;-73.93842;-1.290469;0.7121934
589928029;40.8063;-73.93796;-1.290461;0.7122043
589928030;40.80692;-73.93751;-1.290453;0.7122151
589928033;40.80756;-73.93707;-1.290445;0.7122262
589928034;40.80817;-73.93659;-1.290437;0.7122369
589928035;40.8088;-73.93613;-1.290429;0.7122478
589928037;40.80891;-73.93642;-1.290434;0.7122499
589928038;40.80829;-73.93688;-1.290442;0.712239
589928039;40.80767;-73.93734;-1.29045;0.7122281
589928040;40.80704;-73.93779;-1.290458;0.7122172
589928041;40.80642;-73.93824;-1.290466;0.7122064
589928042;40.80579;-73.9387;-1.290474;0.7121955
595703198;40.80334;-73.95281;-1.29072;0.7121527
595703226;40.79708;-73.9497;-1.290666;0.7120435
595703294;40.79838;-73.95227;-1.290711;0.7120661
596775808;40.79365;-73.94754;-1.290628;0.7119836
596775819;40.79231;-73.94852;-1.290645;0.7119601
596775825;40.79106;-73.94942;-1.290661;0.7119383
596775851;40.79787;-73.94411;-1.290568;0.7120571
596775852;40.79798;-73.94438;-1.290573;0.7120591
596775855;40.79729;-73.94453;-1.290576;0.7120471
596775856;40.79741;-73.9448;-1.29058;0.7120491
596776166;40.7879;-73.95172;-1.290701;0.7118832
596776201;40.79298;-73.94802;-1.290636;0.7119719
596776224;40.79042;-73.94989;-1.290669;0.7119271
596776231;40.78853;-73.95126;-1.290693;0.7118942
596776314;40.79618;-73.94569;-1.290596;0.7120277
596776325;40.79555;-73.94615;-1.290604;0.7120167
596776349;40.79429;-73.94707;-1.29062;0.7119946
596776386;40.79492;-73.94662;-1.290612;0.7120056
596776413;40.79167;-73.94898;-1.290653;0.7119489
596776442;40.80067;-73.94243;-1.290539;0.712106
596776474;40.80004;-73.94289;-1.290547;0.7120951
596776497;40.79936;-73.94338;-1.290555;0.7120832
596776534;40.79867;-73.94389;-1.290564;0.7120711
596776546;40.79683;-73.94522;-1.290588;0.712039
596776578;40.80319;-73.94059;-1.290507;0.71215
596776594;40.80193;-73.94151;-1.290523;0.7121281
596776613;40.80256;-73.94106;-1.290515;0.712139
596776624;40.8013;-73.94197;-1.290531;0.712117
596776654;40.80512;-73.93919;-1.290482;0.7121837
